id,nome,tipo_edificio,coord_X,coord_Y,capienza
5887,Park,park,4015468.049142146,1168335.1866517456,150
5888,Park,park,4015439.3635420077,1168528.7119028475,150
5889,Park,park,4015682.347123561,1168763.8903098004,150
5890,Park,park,4015558.845470948,1168609.4884013352,150
5891,Park,park,4015527.79372694,1168740.3136107812,150
5892,Park,park,4015541.345421731,1168912.5253251703,150
5893,Park,park,4015479.9305779305,1168662.8277577765,150
5894,Park,park,4009419.9154195604,1181755.2649185564,150
5895,Park,park,4013239.5308483858,1171235.8768260982,150
5896,Park,park,4012925.966613437,1171450.9534850328,150
5897,Park,park,4013584.5221582977,1170820.88665695,150
5898,Park,park,4007673.8263432817,1166299.8801686994,150
5899,Park,park,4013262.5671300427,1188216.6040210733,150
5900,Park,park,4013271.195568956,1188372.8430194105,150
5901,Park,park,4010478.1083262055,1177202.0588014661,150
5902,Parco Via Savona - Via Brunelleschi,park,4006203.5850414503,1171022.8217288204,150
5903,Park,park,4008019.6296432014,1166981.6699830785,150
5904,Park,park,4010610.7404707237,1164201.667777795,150
5905,Park,park,4002072.346940757,1173586.1848997707,150
5906,Giardino Vincenzo Muccioli,park,4007092.6264051646,1172463.6639113263,150
5907,Park,park,4004659.5693957396,1183408.77656764,150
5908,Park,park,4004360.189354794,1183095.3917642771,150
5909,Park,park,4014115.7689845846,1168920.966711254,150
5910,Park,park,4005993.9545576954,1183074.3186274336,150
5911,Collina dei Ciliegi,park,4013495.989262936,1179277.998612897,150
5912,Giardino AIDO,park,4008245.685616222,1165647.366151124,150
5913,Giardino Mario Capponi,park,4004573.824378373,1175557.2762498057,150
5914,Park,park,4012439.1805600924,1182100.3051244975,150
5915,Park,park,4012413.207487431,1181973.3668999136,150
5916,Park,park,4013883.8350121994,1178932.8854438243,150
5917,Park,park,4013805.49639724,1179040.9539779336,150
5918,Park,park,4013921.0156970136,1179121.9137444466,150
5919,Park,park,4009572.656934182,1182437.48131267,150
5920,Park,park,4005101.954262392,1183208.1177521904,150
5921,Park,park,4005825.173998381,1182633.479649442,150
5922,Park,park,4004785.869843887,1184140.3292873283,150
5923,Park,park,4004829.8413443514,1183259.3435591853,150
5924,Giardino delle Crocerossine,park,4006647.016373909,1167846.2766125558,150
5925,Park,park,4004734.1843066313,1182979.7650398463,150
5926,Parco Martiri della Libertà Iracheni Vittime del Terrorismo,park,4012385.3321892363,1182641.6245085774,150
5927,Park,park,4004732.537460557,1182490.3358839657,150
5928,Park,park,4002989.5601166207,1183546.2847848628,150
5929,Park,park,4002957.510618629,1183347.767559268,150
5930,WOW Spazio Fumetto,museum,4007287.350409601,1180829.4802717948,50
5931,Giardino Oreste del Buono,park,4007267.6402820623,1180963.3938610232,150
5932,Park,park,4011705.486329256,1176606.4940284675,150
5933,Park,park,4011996.6065883664,1176505.5981815252,150
5934,Park,park,4004466.452418353,1176726.8410373817,150
5935,Park,park,4004485.652358291,1176823.5920036943,150
5936,Park,park,4004449.775022586,1176868.0086802405,150
5937,Parco Via Tommaso da Cazzaniga,park,4009524.814071541,1175703.6184885015,150
5938,Park,park,4004497.641353607,1185423.363047616,150
5939,Park,park,4012138.24702382,1180696.068366913,150
5940,Park,park,4012772.370384178,1181852.9436514517,150
5941,Park,park,4012443.8061381406,1182443.271699081,150
5942,Park,park,4013717.471192523,1180762.6768500616,150
5943,Park,park,4004630.946793082,1174212.839619479,150
