id,nome,tipo_edificio,lvl_edificio,dipendenti,coord_X,coord_Y
1886,Commercial,commercial,1,15,4004900.8142698696,1178349.0717207987
1887,Commercial,commercial,1,15,4004721.625047293,1180169.484842075
1888,Commercial,commercial,1,15,4004764.0552409054,1180000.0756604932
1889,Commercial,commercial,1,15,4004768.5080394195,1180018.1736328865
1890,Commercial,commercial,1,15,4004254.634468314,1177735.7868442063
1891,Office,office,1,10,4004986.7107773763,1177654.3819669127
1892,Office,office,1,10,4004925.6636313526,1177647.7207636044
1893,Commercial,commercial,1,15,4003922.2873416496,1177799.9049323245
1894,Commercial,commercial,1,15,4008545.462981805,1174804.0649572038
1895,Commercial,commercial,1,15,4006715.518594384,1169950.4021968856
1896,Office,office,1,10,4006709.1784588187,1166776.9153960673
1897,Office,office,1,10,4006709.1784588187,1166776.9153960673
1898,Commercial,commercial,1,15,4006780.205909082,1167164.890823633
1899,Commercial,commercial,1,15,4006756.7002765364,1167003.7796745135
1900,Office,office,1,10,4006638.9857180663,1167013.011427174
1901,Mettler Toledo,office,1,10,4006276.757667373,1166925.1374405453
1902,Commercial,commercial,1,15,4006218.1428983374,1167014.937774857
1903,Office,office,1,10,4006227.9370440217,1166841.6523651879
1904,Office,office,1,10,4006257.816019373,1166831.294750838
1905,Commercial,commercial,1,15,4006122.303686804,1166562.4542205916
1906,Office,office,1,10,4006391.3843832337,1167177.2082972163
1907,Office,office,1,10,4006676.058619158,1167107.9340203202
1908,Office,office,1,10,4006532.1067492785,1167074.7109656578
1909,Office,office,1,10,4006587.7139645577,1167044.7633655427
1910,Commercial,commercial,1,15,4006512.9413612173,1166967.9681630046
1911,Commercial,commercial,1,15,4006457.7581304666,1167026.867413634
1912,Commercial,commercial,1,15,4014891.3473745007,1174547.801437376
1913,Commercial,commercial,1,15,4008500.8960004756,1161606.34543559
1914,Commercial,commercial,1,15,4008314.52637418,1161338.1483447514
1915,Commercial,commercial,1,15,4008839.1166692455,1163888.005856766
1916,Commercial,commercial,1,15,4008794.1297853454,1163944.0372039964
1917,Commercial,commercial,1,15,4008899.746322647,1164102.1964957847
1918,Commercial,commercial,1,15,4008899.746322647,1164102.1964957847
1919,Commercial,commercial,1,15,4006029.876218609,1180922.614478574
1920,Commercial,commercial,1,15,4009484.272065972,1163910.3901835317
1921,Garibaldi Complex,office,4,40,4010487.366280172,1176380.793500024
1922,Commercial,commercial,1,15,4013174.422896862,1170931.1425849036
1923,Commercial,commercial,1,15,4013167.5254523964,1170820.9602990649
1924,Commercial,commercial,1,15,4013239.491610494,1170768.3767696097
1925,Commercial,commercial,1,15,4014983.6399025302,1167562.4999610279
1926,Office,office,1,10,4014949.281527361,1167494.9459045823
1927,Office,office,1,10,4015089.9403858962,1167757.9637327362
1928,Commercial,commercial,1,15,4013518.6410107967,1168207.678596689
1929,Commercial,commercial,1,15,4013550.4491712283,1168798.3148580627
1930,Commercial,commercial,1,15,4013705.1571475076,1168667.425045611
1931,Commercial,commercial,1,15,4013631.697558322,1168890.7200865399
1932,Office,office,1,10,4013307.1280718837,1168278.1601186714
1933,Commercial,commercial,1,15,4013054.8961854912,1168657.63798998
1934,Commercial,commercial,1,15,4013014.519458161,1168579.0723083173
1935,Commercial,commercial,1,15,4013084.087641764,1168521.602595367
1936,Commercial,commercial,1,15,4012265.502929207,1170583.1442902442
1937,Commercial,commercial,1,15,4012356.5366835357,1170275.9167672794
1938,Commercial,commercial,1,15,4002403.116380886,1177530.9727397747
1939,Commercial,commercial,1,15,4012245.169050657,1170922.0592966184
1940,Commercial,commercial,1,15,4012637.2050215816,1171002.518998506
1941,Commercial,commercial,1,15,4012437.0531797227,1170181.0656158784
1942,Commercial,commercial,1,15,4012426.1036081696,1170111.7175056695
1943,Commercial,commercial,1,15,4012651.7562618516,1171043.8967529223
1944,Commercial,commercial,1,15,4012442.2472015205,1171159.9109181305
1945,Commercial,commercial,1,15,4012453.6498817783,1171130.0757043457
1946,Commercial,commercial,1,15,4012453.6498817783,1171130.0757043457
1947,Commercial,commercial,1,15,4012428.308955832,1171143.16362333
1948,Commercial,commercial,1,15,4012496.227243871,1171100.6217863797
1949,Commercial,commercial,1,15,4012829.984684698,1170863.1974380051
1950,Commercial,commercial,1,15,4012798.6077062264,1170698.377786208
1951,Commercial,commercial,1,15,4012580.3732658164,1169804.154222457
1952,Commercial,commercial,1,15,4012334.412643018,1166338.0001193797
1953,Commercial,commercial,1,15,4014473.8377612284,1164949.6428505194
1954,Commercial,commercial,1,15,4014306.7629828076,1165106.9569890727
1955,Commercial,commercial,1,15,4014296.1389540085,1165037.0833546433
1956,Commercial,commercial,1,15,4012663.9299815777,1165405.2823615063
1957,Commercial,commercial,1,15,4012369.79115261,1160972.1658054856
1958,Commercial,commercial,1,15,4011306.7032615417,1163464.8053991832
1959,Commercial,commercial,1,15,4010489.2186179683,1163791.7834462437
1960,Commercial,commercial,1,15,4011330.4964272645,1163595.799117128
1961,Commercial,commercial,1,15,4011347.0757282875,1163606.9248162701
1962,Commercial,commercial,1,15,4011361.558177894,1163554.2434626285
1963,Commercial,commercial,1,15,4011116.5102296993,1163752.7200743516
1964,Commercial,commercial,1,15,4011424.1320600826,1163715.501318565
1965,Commercial,commercial,1,15,4011429.2777565564,1163692.7475740784
1966,Commercial,commercial,1,15,4009690.780827658,1166276.5893768226
1967,Commercial,commercial,1,15,4011330.767642828,1163994.781064409
1968,Commercial,commercial,1,15,4011339.4142176863,1164025.819618449
1969,Commercial,commercial,1,15,4011428.8759463686,1163823.0809872958
1970,Commercial,commercial,1,15,4010871.896052631,1165906.388995579
1971,Commercial,commercial,1,15,4010977.031426283,1165825.3533327936
1972,Commercial,commercial,1,15,4010860.688976773,1165765.5491939075
1973,Commercial,commercial,1,15,4010950.5018374887,1165304.591226738
1974,Commercial,commercial,1,15,4010958.251115204,1165254.0971300688
1975,Commercial,commercial,1,15,4011269.733646424,1164413.9654969801
1976,Commercial,commercial,1,15,4011255.07707906,1164428.6398680562
1977,Commercial,commercial,1,15,4009960.9503470394,1167079.0190288676
1978,Commercial,commercial,1,15,4009960.6849111705,1167224.0570994238
1979,Commercial,commercial,1,15,4010028.30582775,1166958.3430274203
1980,Commercial,commercial,1,15,4010011.910244185,1166934.1066698597
1981,Commercial,commercial,1,15,4010052.875204662,1167017.6313585436
1982,Commercial,commercial,1,15,4009012.7503309557,1162059.2991875347
1983,Commercial,commercial,1,15,4009044.856367601,1162068.6924283996
1984,Commercial,commercial,1,15,4008591.4888875014,1184857.603864185
1985,Atlantic Business Center,commercial,1,15,4005533.580875132,1184165.5633293819
1986,Commercial,commercial,1,15,4008785.453806878,1161372.076665265
1987,Commercial,commercial,1,15,4009266.5676679024,1160602.749342139
1988,Commercial,commercial,1,15,4008800.3793728543,1161831.6919749107
1989,Commercial,commercial,1,15,4008818.7000313555,1161824.2145772458
1990,Commercial,commercial,1,15,4004771.23252998,1179009.2494389438
1991,Commercial,commercial,1,15,4008409.3801126634,1183503.2246808796
1992,Commercial,commercial,1,15,4008443.2357659945,1183459.1092351566
1993,Commercial,commercial,1,15,4008443.2357659945,1183459.1092351566
1994,Commercial,commercial,1,15,4008302.4563814,1183516.1075238006
1995,Commercial,commercial,1,15,4008311.138213867,1183427.0237818346
1996,Commercial,commercial,1,15,4008228.884835469,1183573.2824592993
1997,Commercial,commercial,1,15,4007940.4377470817,1184594.0091636188
1998,Commercial,commercial,1,15,4007907.6350240763,1184637.6294686305
1999,Commercial,commercial,1,15,4008031.9953088537,1184168.2810645958
2000,Commercial,commercial,1,15,4005430.877456987,1184462.545226565
2001,Commercial,commercial,1,15,4005399.2257723534,1184311.294488244
2002,Commercial,commercial,1,15,4005384.4019390764,1184260.0235989378
2003,Commercial,commercial,1,15,4005501.62244651,1184438.6658775085
2004,Commercial,commercial,1,15,4005792.43417417,1183640.793166493
2005,Commercial,commercial,1,15,4005827.9677145984,1183600.2859446574
2006,Commercial,commercial,1,15,4005173.5463679424,1182839.3515502983
2007,Commercial,commercial,1,15,4005684.299906117,1183453.0519531188
2008,Commercial,commercial,1,15,4005587.4934605276,1183330.7618104669
2009,Commercial,commercial,1,15,4005464.459951667,1183195.681767798
2010,Commercial,commercial,1,15,4005523.2545412425,1183213.418079686
2011,Commercial,commercial,1,15,4006884.1693305424,1181605.336253413
2012,Commercial,commercial,1,15,4006876.243466078,1181698.3334032188
2013,Commercial,commercial,1,15,4005594.6975180865,1179560.0359995374
2014,Commercial,commercial,1,15,4005604.3631053404,1179573.8637283246
2015,Commercial,commercial,1,15,4005610.586186006,1179597.1369087426
2016,Commercial,commercial,1,15,4005631.3227700833,1179662.8892447331
2017,Commercial,commercial,1,15,4005631.3227700833,1179662.8892447331
2018,Commercial,commercial,1,15,4005649.4694012944,1179627.6645596432
2019,Commercial,commercial,1,15,4005609.665006193,1183726.8158507866
2020,Commercial,commercial,1,15,4008852.908828802,1184309.6864839592
2021,Commercial,commercial,1,15,4011704.8139888775,1182933.7342183655
2022,Commercial,commercial,1,15,4011699.546701761,1182978.8105157043
2023,Commercial,commercial,1,15,4011714.40967824,1182985.1902743042
2024,Commercial,commercial,1,15,4011750.468155996,1182855.8499456733
2025,Commercial,commercial,1,15,4011715.798634329,1182919.9002227653
2026,Commercial,commercial,1,15,4011704.8139888775,1182933.7342183655
2027,Commercial,commercial,1,15,4012003.165144872,1182741.461687937
2028,Commercial,commercial,1,15,4010204.1408642624,1183268.4192584357
2029,Commercial,commercial,1,15,4010874.3623102754,1182384.5250163379
2030,Commercial,commercial,1,15,4011859.188092119,1182749.4637041613
2031,Commercial,commercial,1,15,4011853.488715026,1182728.1267359257
2032,Office,office,5,50,4010389.0130661535,1179751.0840757783
2033,Commercial,commercial,1,15,4014922.8136849925,1173618.8710294643
2034,Commercial,commercial,1,15,4005246.421017725,1182231.6871571525
2035,Commercial,commercial,1,15,4005237.7971121212,1182240.603278526
2036,Office,office,1,10,4005475.1989204376,1182886.0991095717
2037,Commercial,commercial,1,15,4005759.1515750564,1182863.7181214243
2038,Commercial,commercial,1,15,4005639.8933618893,1183098.3014458618
2039,Commercial,commercial,1,15,4005901.983278597,1182984.5714657353
2040,Commercial,commercial,1,15,4005932.4673594167,1183001.5798936526
2041,Commercial,commercial,1,15,4005935.729793619,1183102.4211556236
2042,Commercial,commercial,1,15,4005824.5745375673,1183071.4343662045
2043,Commercial,commercial,1,15,4005748.584110374,1183228.211722593
2044,Commercial,commercial,1,15,4005811.090554173,1183158.7748171953
2045,Office,office,1,10,4005797.1322747045,1183168.3798196525
2046,Commercial,commercial,1,15,4005602.7188026197,1183181.3696738994
2047,Commercial,commercial,1,15,4005333.4694991475,1180235.9314777646
2048,Commercial,commercial,1,15,4005335.0821955977,1180257.3570945184
2049,Commercial,commercial,1,15,4005380.0644720006,1180346.6077076895
2050,Office,office,1,10,4005309.2349340934,1180197.2722841792
2051,Commercial,commercial,1,15,4005426.4648737125,1180322.6153432908
2052,Commercial,commercial,1,15,4005508.6556196036,1180228.937066542
2053,Office,office,1,10,4004480.7273098077,1179828.671939823
2054,Commercial,commercial,1,15,4012232.5105375703,1183393.4949640809
2055,Commercial,commercial,1,15,4012214.3202921012,1183364.1899147225
2056,Commercial,commercial,1,15,4009396.9084487697,1183348.4011004209
2057,Commercial,commercial,1,15,4012141.696437176,1182890.3310013663
2058,Commercial,commercial,1,15,4012069.1138302553,1182799.4536744806
2059,Commercial,commercial,1,15,4012247.7385734674,1183148.6039417444
2060,Commercial,commercial,1,15,4005212.174543324,1174019.728606978
2061,Commercial,commercial,1,15,4011904.516902684,1162714.107961896
2062,Commercial,commercial,1,15,4003174.757311564,1183116.545225332
2063,Commercial,commercial,1,15,4004214.5955041554,1180596.3183303562
2064,Commercial,commercial,1,15,4004418.4210063536,1180284.8152907828
2065,Office,office,1,10,4004353.2195188347,1180351.1542863343
2066,Office,office,1,10,4004686.5163770355,1179558.020211115
2067,Commercial,commercial,1,15,4004729.018732088,1174634.689273986
2068,Commercial,commercial,1,15,4005325.6811614768,1172173.2522406976
2069,Commercial,commercial,1,15,4005325.6811614768,1172173.2522406976
2070,Commercial,commercial,1,15,4014605.1471517626,1170204.2914551664
2071,Commercial,commercial,1,15,4014579.50933624,1170212.3316251861
2072,Commercial,commercial,1,15,4004286.891312475,1185843.4671622377
2073,Commercial,commercial,1,15,4004371.774968349,1185853.4690491366
2074,Commercial,commercial,1,15,4013215.134076787,1181263.5326039675
2075,Commercial,commercial,1,15,4013194.7334694737,1185905.8764780909
2076,Commercial,commercial,1,15,4013175.790548668,1185940.2795939948
2077,Commercial,commercial,1,15,4013176.0510298233,1185911.4879860084
2078,Commercial,commercial,1,15,4004720.2797712046,1171917.8645352158
2079,Commercial,commercial,1,15,4004757.5585710625,1171921.4991853621
2080,Commercial,commercial,1,15,4004639.1971802716,1186810.476500742
2081,Commercial,commercial,1,15,4004658.027438581,1186755.1970937154
2082,Commercial,commercial,1,15,4004925.594328248,1186814.1697735672
2083,Commercial,commercial,1,15,4004676.8057313133,1186825.819483828
2084,Commercial,commercial,1,15,4011285.099669518,1181583.654394
2085,Commercial,commercial,1,15,4006919.308276326,1170394.1811219193
2086,Commercial,commercial,1,15,4015078.205686829,1164445.654572466
2087,Commercial,commercial,1,15,4015155.4161709175,1164374.2747163076
2088,Commercial,commercial,1,15,4014844.983537204,1164411.9805439427
2089,Office,office,1,10,4015237.3838270702,1164819.937045993
2090,Office,office,1,10,4015232.584847573,1164666.9925080733
2091,Office,office,1,10,4015237.424167019,1164609.1307444146
2092,Commercial,commercial,1,15,4015102.147498735,1164433.2048105702
2093,Commercial,commercial,1,15,4015083.536404906,1164471.8589897852
2094,Office,office,1,10,4015049.6743335677,1164460.4894595218
2095,Commercial,commercial,1,15,4014714.1903490336,1165226.00994716
2096,Office,office,1,10,4014769.573803493,1165031.4915591453
2097,Commercial,commercial,1,15,4009102.362791816,1190202.124622584
2098,Commercial,commercial,1,15,4009166.146080374,1190174.617800062
2099,Commercial,commercial,1,15,4015017.4120069933,1164525.0150387408
2100,Commercial,commercial,1,15,4015003.7235989873,1164462.354721176
2101,Office,office,1,10,4014972.641746917,1165029.3574755543
2102,Commercial,commercial,1,15,4014569.022186444,1164660.7847788509
2103,Commercial,commercial,1,15,4014834.5026053153,1164602.8177592948
2104,Commercial,commercial,1,15,4014725.175687041,1164642.0993888439
2105,Office,office,1,10,4014743.178172301,1164602.438985998
2106,Commercial,commercial,1,15,4014784.5577563513,1164511.6334793726
2107,Commercial,commercial,1,15,4014762.797617522,1164552.703412202
2108,Commercial,commercial,1,15,4014841.2120439056,1164482.632754701
2109,Commercial,commercial,1,15,4014825.4603895578,1164490.5151896498
2110,Commercial,commercial,1,15,4014791.855299914,1164531.674562453
2111,Commercial,commercial,1,15,4014824.5448479624,1164556.6933967988
2112,Commercial,commercial,1,15,4014764.6491759964,1164448.4453328878
2113,Office,office,1,10,4013700.7877632887,1162516.6448717664
2114,Office,office,1,10,4013901.030168043,1163169.0739109418
2115,Office,office,1,10,4014133.256152166,1163147.978974772
2116,Commercial,commercial,1,15,4015231.1334133367,1163637.812467706
2117,Commercial,commercial,1,15,4015109.8168892115,1162690.303813864
2118,Commercial,commercial,1,15,4015118.3317829347,1162634.0056847434
2119,Commercial,commercial,1,15,4013949.1789704724,1162283.9724064562
2120,Office,office,1,10,4013613.8333312664,1162791.9396109898
2121,Commercial,commercial,1,15,4013940.971701386,1162590.0647308421
2122,Commercial,commercial,1,15,4014335.790435918,1162451.251518973
2123,Commercial,commercial,1,15,4014217.0501695117,1161326.8140870978
2124,Commercial,commercial,1,15,4014211.477900967,1161315.0683382582
2125,Commercial,commercial,1,15,4014178.2308433545,1161379.6719126878
2126,Commercial,commercial,1,15,4014080.896800988,1161466.520410054
2127,Office,office,1,10,4014124.202049584,1161398.9355233146
2128,Office,office,1,10,4013613.0679173097,1163421.239803284
2129,Office,office,1,10,4013693.6557380124,1163979.8367501271
2130,Commercial,commercial,1,15,4014038.758993171,1163886.440778319
2131,Commercial,commercial,1,15,4013735.1387336855,1163210.8405363061
2132,Office,office,1,10,4013609.410876017,1163329.6581350707
2133,Office,office,1,10,4013881.429158942,1162939.185692815
2134,Office,office,1,10,4013984.794323162,1163168.736319831
2135,Commercial,commercial,1,15,4013491.376610664,1163982.476229057
2136,Commercial,commercial,1,15,4014160.408377862,1162967.326592243
2137,Commercial,commercial,1,15,4013998.969695347,1162973.4658730102
2138,Commercial,commercial,1,15,4014286.5741934506,1163401.706701892
2139,Commercial,commercial,1,15,4014230.75966936,1162672.3101535789
2140,Commercial,commercial,1,15,4014157.989941094,1162520.3337976965
2141,Office,office,1,10,4016309.2506857966,1161600.4111342935
2142,Commercial,commercial,1,15,4014638.519853215,1163033.2980305366
2143,Commercial,commercial,1,15,4014664.022665495,1163192.9927081864
2144,Commercial,commercial,1,15,4014408.720974573,1163998.7932397688
2145,Commercial,commercial,1,15,4014229.660812285,1163713.7242723485
2146,Commercial,commercial,1,15,4014501.467230715,1163283.642646166
2147,Commercial,commercial,1,15,4014796.454609563,1163014.1545236714
2148,Commercial,commercial,1,15,4014562.257096184,1162495.2390782726
2149,Office,office,1,10,4014752.9931137576,1162611.116462016
