id,nome,tipo_edificio,lvl_edificio,dipendenti,coord_X,coord_Y
8032,scuola primaria G. Oberdan - C. A. Porzi,school,,20,4007149.1710512573,1172767.7841850757
8033,Sala Centrale - Biblioteca di Studi giuridici e umanistici,library,,6,4007197.159821005,1176979.7217491865
8034,Scuola Primaria Ruffini,school,,20,4008379.1139179976,1173926.8913829399
8035,Sala Crociera - Biblioteca di Studi Giuridici e umanistici,library,,6,4007240.051716695,1176930.5646511398
8036,Sala Sottocrociera - Biblioteca di Studi giuridici e umanistici,library,,6,4007237.719823909,1176937.9849175222
8037,Sala del Settecento - Biblioteca di Studi giuridici e umanistici,library,,6,4007306.469068186,1177109.13527048
8038,Sala Common Law - Biblioteca di Studi giuridici e umanistici,library,,6,4007237.1381282215,1176833.475741933
8039,Biblioteca di Geografia - Biblioteca di Studi giuridici e umanistici,library,,6,4007157.0386938904,1176929.962977017
8040,Liceo Serale Gandhi,school,,20,4009063.9592455258,1176300.6829221414
8041,Biblioteca Francescana,library,,6,4009223.7669037837,1176953.5635107085
8042,Scuola Primaria Emilio De Marchi,school,,20,4007754.3123060907,1175204.3033905681
8043,Istituto Carlo Bazzi,school,,20,4007663.8615174345,1175133.6237469248
8044,Flair Academy,school,,20,4010867.8260995424,1177954.2609333869
8045,Scuola Secondaria di Primo Grado Cavalieri,school,,20,4007525.0767697417,1173869.8881827719
8046,Scuola Rudolf Stainer,school,,20,4009227.840690413,1182363.1998956928
8047,ITCS Schiaparelli-Gramsci,school,,20,4009716.842566937,1178540.2495966332
8048,MILE bilingual school,school,,20,4005558.5338383014,1170406.3133068415
8049,TJ Taylor Language Training,school,,20,4007886.2923865854,1178548.4535621505
8050,Scuola Primaria Giusti,school,,20,4010009.6663653185,1174944.8988067193
8051,Scuola Secondaria di Primo Grado Panzini,school,,20,4010009.6330712833,1174919.7494508636
8052,Biblioteca di Filosofia,library,,6,4007171.626288498,1176943.188136728
8053,Scuola media statale Gian Battista Tiepolo,school,,20,4008608.147297605,1180039.7929980832
8054,Biblioteca Tibaldi,library,,6,4005487.1511766235,1175319.8171047764
8055,Studio Gem,school,,20,4006283.05196942,1177129.7685387966
8056,Biblioteca di Scienze agrarie e alimentari,library,,6,4008812.198788385,1181322.1970684442
6253,Lidl,supermarket,,10,4005817.405109405,1171777.899982429
6254,Esselunga di Piazza Ovidio,supermarket,,10,4006443.784042023,1183069.7891142317
6255,Conad Bovisasca,supermarket,,10,4014760.7120310096,1172528.2539367708
6256,Esselunga di via Rubattino,supermarket,,10,4008866.6335086743,1183943.523575273
6257,Esselunga,supermarket,,10,4013825.2206909214,1170326.416408347
6258,Simply,supermarket,,10,4009135.2354848906,1168525.8468338645
6259,Mercato Comunale,supermarket,,10,4009374.6544937054,1169802.874194409
6260,Esselunga di Via Novara,supermarket,,10,4009702.4456862016,1167678.07658788
6261,Esselunga di Buccinasco,supermarket,,10,4004849.9079916403,1167236.1120826004
6262,Ragno,clothes,,6,4004749.7804209837,1162197.788288455
6263,Esselunga di Via Solari,supermarket,,10,4006970.9692054274,1172666.3102866246
6264,Supermarket,supermarket,,10,4005715.258183497,1167048.0942728196
6265,Esselunga,supermarket,,10,4007855.959592475,1171954.3971017494
6266,U2,supermarket,,10,4010917.060898251,1188946.8199838733
6267,Esselunga,supermarket,,10,4012163.6545596365,1177541.5395355327
6268,Carrefour,supermarket,,10,4007575.1904356014,1181470.3229845567
6269,In'S mercato,supermarket,,10,4011137.3137448686,1181568.6010479056
6270,Esselunga,supermarket,,10,4010366.8971419795,1186849.3477305844
6271,Carrefour Market,supermarket,,10,4012304.1063681557,1181012.7739204085
6272,Esselunga,supermarket,,10,4014519.90839838,1178765.533181225
6273,LIDL,supermarket,,10,4012319.174055108,1176621.88505417
6274,Esselunga,supermarket,,10,4012494.500830401,1160802.276547043
6275,Lidl,supermarket,,10,4002689.099489908,1185681.9967003155
6276,Penny Market,supermarket,,10,4011782.101295276,1182598.097621121
6277,Esselunga di Via Feltre,supermarket,,10,4010624.6596634313,1183172.3524765156
6278,Eurospin,supermarket,,10,4010612.616328139,1189094.1084473855
6279,Centro Commerciale Tre Castelli,supermarket,,10,4005536.306903079,1169196.9049652184
6280,Esselunga di Viale Vigliani,supermarket,,10,4010436.5450080414,1170967.9192263791
6281,Esselunga,supermarket,,10,4014185.159422679,1174957.1918363099
6282,Carrefour Market,supermarket,,10,4007353.5470513203,1169432.5253673736
6283,Carrefour Market,supermarket,,10,4004756.578853301,1171967.8902843767
6284,Carrefour Market,supermarket,,10,4004077.0074771666,1173480.2004484544
6285,Carrefour Express,supermarket,,10,4013140.7576666484,1165823.656233935
6286,Esselunga di Via Ripamonti,supermarket,,10,4005093.8593174834,1177258.1914204399
6287,Conad,supermarket,,10,4004087.068180617,1178157.515456275
6288,Esselunga,supermarket,,10,4012283.986863558,1175680.7965861307
6289,Pam,supermarket,,10,4007228.3534629727,1170903.2778459217
6290,Lidl,supermarket,,10,4005762.4871148276,1172451.7343786443
6291,Carrefour Market,supermarket,,10,4004613.58855427,1179813.4785771777
6292,Esselunga sottocasa Pezzotti,supermarket,,10,4004758.3271386833,1175364.4342557888
6293,Lidl,supermarket,,10,4004548.5223094965,1177603.7937452155
6294,Coop,supermarket,,10,4001814.216164526,1190869.2887162678
6295,Carrefour Market,supermarket,,10,4008344.204158638,1165160.7605590387
6296,Conad,supermarket,,10,4012137.082275617,1173456.7743499002
6297,Esselunga,supermarket,,10,4010910.4646789995,1173535.663680414
6298,Coop,supermarket,,10,4010605.480511412,1163546.9004479686
6299,Carrefour Market,supermarket,,10,4003965.5406695455,1179439.5141394227
6300,Lidl,supermarket,,10,4009302.3670102647,1183150.8964333439
6301,Kiabi,clothes,,6,4004777.602952114,1161679.4995272618
6302,Esselunga SottoCasa,supermarket,,10,4012527.400099204,1172198.3984602157
6303,Dpiù discount,supermarket,,10,4006030.6245592823,1163369.3660010793
6304,Il Gigante,supermarket,,10,4006518.5610409346,1163556.3963172429
6305,Esselunga,supermarket,,10,4007521.938010541,1173616.527860632
6306,Coop,supermarket,,10,4014470.54461188,1177283.9266669091
6307,Penny Market,supermarket,,10,4003930.690123558,1166472.4694212321
6308,Conad,supermarket,,10,4012270.167885396,1183338.3591658224
6309,Carrefour Market,supermarket,,10,4008662.712832397,1164187.7933548253
6310,Mercato comunale,supermarket,,10,4004093.1989670666,1174527.8604210843
6311,Penny Market,supermarket,,10,4005089.6270540324,1173115.512191249
6312,Maxi Simply,supermarket,,10,4013189.1003380497,1182099.8240959845
6313,Carrefour Market,supermarket,,10,4012603.8442213503,1168420.9903314803
6314,MD,supermarket,,10,4015352.70979316,1170183.8218230957
6315,Esselunga,supermarket,,10,4002540.1082040183,1174337.007250557
6316,Carrefour Market,supermarket,,10,4003923.197101464,1177589.506331039
6317,Iperdì,supermarket,,10,4004199.555372945,1160208.052028081
6318,Conbipel,clothes,,6,4004712.150999547,1161225.6650181753
6319,Cash&Carry Alta Sfera,supermarket,,10,4009630.6591228833,1185674.8997355462
6320,Carrefour Market,supermarket,,10,4004840.6937963422,1183037.2415426772
6321,Esselunga,supermarket,,10,4006928.6194819375,1180229.3316954747
6322,Coop di Via Fratelli Zoia,supermarket,,10,4009602.083192102,1166116.714933884
6323,Future Food District,supermarket,,10,4015637.77011916,1166135.4623412914
6324,Esselunga,supermarket,,10,4013488.3558568214,1183854.0762750555
6325,Carefour Express,supermarket,,10,4004642.5022264672,1171536.098118936
6326,Conad City,supermarket,,10,4005356.412677074,1171506.9321405867
6327,Eurospin,supermarket,,10,4008019.0957294097,1164515.2735593815
6328,Carrefour Express,supermarket,,10,4005551.891658532,1170848.7216400688
6329,Bio C Bon,supermarket,,10,4006746.1824891223,1172410.6367729418
6330,LD Market,supermarket,,10,4007661.0253877216,1181942.1940758887
6331,Punto Simply,supermarket,,10,4005935.3052829616,1179870.7834182822
6332,OVS,clothes,,6,4013639.993963526,1183880.001516783
6333,Sigma,supermarket,,10,4012624.0640038955,1188918.8201836753
6334,Supermarket,supermarket,,10,4013936.799044241,1165542.4886386506
6335,Farmacia Comunale,pharmacy,,4,4003297.7808748083,1167177.242840728
6336,Conad,supermarket,,10,4013557.0207925653,1168877.9581941878
6337,Carrefour Market,supermarket,,10,4009329.758444929,1180983.591828158
6338,WheelUp,clothes,,6,4004270.87652502,1160135.1131148518
6339,Penny,supermarket,,10,4012950.165723758,1173981.826751514
6340,Nat&Bio,supermarket,,10,4004509.2663405226,1160985.6717327957
6341,Simply Market,supermarket,,10,4010994.2874559266,1180085.2370548535
6342,EuroSpin,supermarket,,10,4003959.525909839,1159415.2054559123
6343,CZ Store,clothes,,6,4003968.123931713,1159467.8041280285
6344,MD Discount,supermarket,,10,4009381.6965574888,1189204.7599366102
6345,United Colors of Benetton,clothes,,6,4005062.04727384,1162216.5995965996
6346,Sorelle Ramonda,clothes,,6,4005086.368997775,1162238.2554977206
6347,Supermarket,supermarket,,10,4005081.472145769,1162179.6002546235
6348,Supermarket,supermarket,,10,4013354.046571443,1184280.0018006966
6349,Conad,supermarket,,10,4012402.7518219217,1191169.0339050514
6350,Eurospin,supermarket,,10,4010862.599888391,1193651.3419653408
6351,Ipercoop,supermarket,,10,4015360.54599255,1172071.7229958414
6352,Piazza Italia,clothes,,6,4015384.6853609583,1171955.5828275124
6353,Timberland - Napapijri,clothes,,6,4015277.638708053,1171881.5173467866
6354,Levi's,clothes,,6,4015285.3609346934,1171880.72671416
6355,Yamamay,clothes,,6,4015296.596930958,1171879.6366153439
6356,Conbipel,clothes,,6,4015312.9837033628,1171842.3364168697
6357,Z̈,clothes,,6,4015303.1821594536,1171931.9942259844
6358,OVS,clothes,,6,4004010.9634341435,1177538.5667763632
6359,Esselunga,supermarket,,10,4004683.0240946026,1173267.1134164454
6360,Goldenpoint,clothes,,6,4015389.1123238187,1171919.7413540846
6361,Osama,clothes,,6,4015309.39264584,1171922.0165907808
6362,Conte of Florence,clothes,,6,4015309.352866339,1171897.7043816382
6363,United Colors of Benetton,clothes,,6,4015344.5215169904,1171894.1088248559
6364,Jennyfer,clothes,,6,4015353.4146469217,1171893.222632462
6365,Miriade,clothes,,6,4015362.312569291,1171892.2854978184
6366,Jack & Jones,clothes,,6,4015380.100059123,1171890.5003797312
6367,Fiorella Rubino,clothes,,6,4015397.777081345,1171905.7928837715
6368,Orlo Express,tailor,,4,4015431.2799106534,1171933.9299995785
6369,Mirror,clothes,,6,4015416.8251827867,1171908.1219897477
6370,Pharmacy,pharmacy,,4,4015448.58725024,1171905.1829109094
6371,Desire,clothes,,6,4015393.5379251414,1171855.2355964894
6372,Calzedonia,clothes,,6,4015398.8451384734,1171871.318929406
6373,Intimissimi,clothes,,6,4015409.650927788,1171870.1884156493
6374,Bershka,clothes,,6,4015380.6509566135,1171810.290064924
6375,Cisalfa,clothes,,6,4015416.833897514,1171896.341063124
6376,Sergent Major,clothes,,6,4015376.064300676,1171855.174426603
6377,Guess,clothes,,6,4015416.7809892944,1171921.7754132035
6378,Tally Weijl,clothes,,6,4015416.811330011,1171908.1335364787
6379,Zuiki,clothes,,6,4015347.3962915507,1171831.294893361
6380,Tommy Jeans,clothes,,6,4015368.4716243213,1171882.8554393006
6381,Tezenis,clothes,,6,4015386.9110827334,1171880.9259865526
6382,Caporiccio,clothes,,6,4015382.2796588675,1171931.176672737
6383,Motivi,clothes,,6,4015355.213367441,1171910.3639194504
6384,Anthony Morato,clothes,,6,4015362.4729552283,1171941.1361390701
6385,Celio,clothes,,6,4015376.4898211113,1171908.135711115
6386,Doppelgänger,clothes,,6,4015329.901733934,1171924.8298313757
6387,Sonny Bono,clothes,,6,4015288.8719533104,1171891.1936185504
6388,Nuvolari,clothes,,6,4015288.8719533104,1171891.1936185504
6389,OVS,clothes,,6,4015317.3774301275,1171834.4364799564
6390,Tigros,supermarket,,10,4006565.390461739,1171116.2734061112
6391,Lidl,supermarket,,10,4008369.9059821074,1165012.6581093022
6392,Aldi,supermarket,,10,4010270.038264264,1186945.040090765
6393,A.F.M. COMUNALE N.14,pharmacy,,4,4011904.493688298,1172537.6273807639
6394,dei Padri Fatebenefratelli,pharmacy,,4,4007928.588910544,1174055.3441664567
6395,Oppezzo,pharmacy,,4,4008757.873971274,1170898.0311648576
6396,Cerini,pharmacy,,4,4008703.449012828,1174156.5870141622
6397,Sant'Anna,pharmacy,,4,4009741.9716430595,1169508.6451933703
6398,San Matteo,pharmacy,,4,4009559.2832368137,1169156.024687311
6399,Cenisio,pharmacy,,4,4011024.365148493,1173723.5604000927
6400,Mac Mahon,pharmacy,,4,4011402.3675936274,1173485.44972611
6401,Caneva,pharmacy,,4,4011099.4436088726,1173100.6425348471
6402,Falqui,pharmacy,,4,4012386.219772295,1177759.9596633483
6403,Pharmacy,pharmacy,,4,4007797.174490932,1169599.328787024
6404,Pharmacy,pharmacy,,4,4007596.2289409027,1169471.8089861777
6405,A.F.M. COMUNALE N.32,pharmacy,,4,4011692.3717573406,1178544.532735987
6406,Pharmacy,pharmacy,,4,4011520.5521751363,1178943.2240593985
6407,Comina,pharmacy,,4,4012133.8998911963,1179375.2889116514
6408,Farmacia San Giovanni,pharmacy,,4,4010892.7013271404,1177215.123408835
6409,Farmacia Comunale N.64,pharmacy,,4,4012338.936335662,1178000.5139484392
6410,LIDL,supermarket,,10,4006313.8616697816,1170127.0089026063
6411,Taddei,pharmacy,,4,4012622.196895708,1177249.6401171018
6412,Pharmacy,pharmacy,,4,4011013.2425611857,1176578.5955078083
6413,Comunale,pharmacy,,4,4008867.1285512634,1180908.3234595398
6414,Farmacia Suzzani,pharmacy,,4,4013083.1698687817,1177958.034371302
6415,U2,supermarket,,10,4010227.3582339813,1183311.3088381896
6416,Iper Milano Portello,supermarket,,10,4011657.2098036027,1171064.1510690001
6417,Varesina,pharmacy,,4,4013070.368408691,1170687.5526245055
6418,Farmacia Roma,pharmacy,,4,4005762.4740604847,1178259.3770407294
6419,Pam,supermarket,,10,4006051.2222812404,1177296.310186387
6420,Farmacia Minerva,pharmacy,,4,4005759.7706679082,1177896.3132548141
6421,Nuova Farmacia Beretta,pharmacy,,4,4006101.3730383413,1177114.3547703503
6422,Carrefour Market,supermarket,,10,4011139.297072158,1173690.4250760674
6423,Pam local,supermarket,,10,4011251.489989187,1173551.4672871046
6424,Pharmacy,pharmacy,,4,4008893.017125137,1169779.1317700546
6425,Farmacia Dottoressa Elisa Raviola,pharmacy,,4,4009191.1233096123,1170139.3552060714
6426,A.F.M. Farmacia Comunale 74,pharmacy,,4,4009636.4685082203,1170192.9881804902
6427,Lidl,supermarket,,10,4008125.3008285,1171214.6973684654
6428,Farmacia Palmanova,pharmacy,,4,4010722.098250029,1182757.028128648
6429,Rombon,pharmacy,,4,4010039.385302595,1183187.830947947
6430,Santa Chiara,pharmacy,,4,4010381.9814450853,1183331.9988544192
6431,Lloyds Farmacia,pharmacy,,4,4010106.8597307988,1182211.6163591705
6432,Lloyds Farmacia,pharmacy,,4,4010155.788259953,1181296.8221697847
6433,Pharmacy,pharmacy,,4,4014260.3788397443,1177557.0435290877
6434,A.F.M. COMUNALE N.82,pharmacy,,4,4011848.791881567,1182593.9726632726
6435,Gloria,pharmacy,,4,4012115.683355867,1183114.825863244
6436,Punto SMA,supermarket,,10,4006055.8674485683,1177892.539820116
6437,Farmacia Humanitas,pharmacy,,4,4010638.4224647125,1177681.4470147681
6438,Lloyds Farmacia piazza R. Scolari,pharmacy,,4,4012218.546553771,1165418.8475586968
6439,Mercato Comunale,supermarket,,10,4003984.7902774354,1172587.920104108
6440,A.F.M. COMUNALE N.70,pharmacy,,4,4004751.080989728,1172421.8967068722
6441,Farmacia Legnani,pharmacy,,4,4008591.55397033,1173217.9601069912
6442,Sardegna,pharmacy,,4,4008173.46861111,1171651.6558448288
6443,Santa Caterina,pharmacy,,4,4007737.1412697895,1170845.47844992
6444,Farmacia Archinto,pharmacy,,4,4010819.985794388,1176324.572870572
6445,Farmacia Wagner,pharmacy,,4,4008692.7561252955,1172010.232942486
6446,punto SMA,supermarket,,10,4008239.845692397,1172016.6090474909
6447,A.F.M. Comunale 75,pharmacy,,4,4007673.110575597,1171867.4508792853
6448,Bovisa,pharmacy,,4,4012921.571232342,1173662.1943454393
6449,PennyMarket,supermarket,,10,4012720.099541761,1173721.0035098703
6450,Farmacia Barona,pharmacy,,4,4004903.025526005,1171701.2124458386
6451,Moncucco,pharmacy,,4,4005120.367904345,1173478.5409223593
6452,A.F.M. COMUNALE N.53,pharmacy,,4,4005429.9826422893,1171553.2496370242
6453,Pharmacy,pharmacy,,4,4006864.069597465,1170978.3878857014
6454,Farmacia Comunale n. 83,pharmacy,,4,4013614.6139869243,1181485.1696401685
6455,Macchi,pharmacy,,4,4012077.4372972003,1179665.7973187608
6456,Pharmacy,pharmacy,,4,4002597.579927975,1185753.1498708471
6457,Farmacia Pesenti,pharmacy,,4,4012832.6664837357,1175119.3101655513
6458,cavalli d.ssa Albertina,pharmacy,,4,4013106.0374614387,1173394.5034527425
6459,Coni Zugna,pharmacy,,4,4007065.911179892,1173867.5138149103
6460,Conad City,supermarket,,10,4008787.1880763792,1172027.6307771807
6461,A.F.M. COMUNALE N.37,pharmacy,,4,4007773.5287260613,1172236.1615615257
6462,Bolivar Internazionale,pharmacy,,4,4007096.7361948374,1171512.2462012942
6463,A.F.M. COMUNALE N.25,pharmacy,,4,4008400.623080854,1169112.4101971937
6464,Pam,supermarket,,10,4008461.0201231935,1169092.9192349834
6465,Carrefour Market,supermarket,,10,4011853.4817800163,1176198.218584314
6466,Nazionale,pharmacy,,4,4006820.9618274607,1173907.139076427
6467,Calatafimi,pharmacy,,4,4006377.097917077,1175761.4174271834
6468,Tadini,pharmacy,,4,4008068.7068744334,1178540.1959865468
6469,Concordia,pharmacy,,4,4008041.5394676025,1179024.6469847513
6470,Punto SMA,supermarket,,10,4007988.8695160607,1179342.2205369677
6471,Italia,pharmacy,,4,4007979.4825662663,1179473.0205252878
6472,Castelmorrone,pharmacy,,4,4008165.193373331,1179671.4743341152
6473,Carrefour Market,supermarket,,10,4007964.412409081,1180607.774637325
6474,Susa,pharmacy,,4,4007855.659861724,1180727.2582350906
6475,Punto Simply,supermarket,,10,4008760.354036558,1180167.1552799551
6476,Ambrosiana,pharmacy,,4,4008667.408911465,1179627.9388912867
6477,Porta Genova,pharmacy,,4,4006655.194845389,1173790.2693459326
6478,Canonica,pharmacy,,4,4009895.343864474,1174630.1707682405
6479,Mariscotti,pharmacy,,4,4010208.6516894964,1174187.6845671756
6480,A.F.M. Comunale N.22,pharmacy,,4,4008146.550818292,1183654.0002783118
6481,Rossetto,pharmacy,,4,4008546.824082282,1181712.9753765515
6482,San Martino,pharmacy,,4,4009519.607279641,1183054.50138933
6483,Farmacia Fulvio Testi,pharmacy,,4,4013726.8803498466,1178838.133735321
6484,Pharmacy,pharmacy,,4,4014860.8191161747,1171394.884111801
6485,NaturaSI',supermarket,,10,4008930.541953996,1168650.624746835
6486,Esselunga,supermarket,,10,4009202.2815329125,1169395.5452376967
6487,PAM,supermarket,,10,4007298.2866412336,1172363.2008904973
6488,Lloyds farmacia comunale 16,pharmacy,,4,4014253.250435075,1178706.4461509774
6489,Bennet,supermarket,,10,4007164.2727450007,1181098.028958436
6490,Farmacia Tolstoj,pharmacy,,4,4006662.452816555,1171283.1575461798
6491,Pharmacy,pharmacy,,4,4007039.92863095,1170998.6891373757
6492,Simply Market,supermarket,,10,4006924.3454353707,1170311.493723249
6493,Pharmacy,pharmacy,,4,4010192.1144838976,1175225.3321833329
6494,Farmacia Europea,pharmacy,,4,4006591.089991616,1170004.6836425168
6495,Carrefour Express,supermarket,,10,4009669.73303827,1178328.0203215776
6496,Farmacia Tibaldi,pharmacy,,4,4005383.3999938634,1174814.478487121
6497,Farmacia Caiazzo,pharmacy,,4,4010228.3359991782,1179161.4785211436
6498,Tonale,pharmacy,,4,4010930.551579114,1178221.941202326
6499,Farmacia Farini,pharmacy,,4,4011198.3730924106,1175878.898977438
6500,Auchan,supermarket,,10,4007089.2885554116,1174473.316193945
6501,Prada,clothes,,6,4007998.145476223,1176477.0576006076
6502,Dott. Mattalia,pharmacy,,4,4007249.7364630573,1171796.539904507
6503,Carrefour Express,supermarket,,10,4007540.42514099,1171657.299986013
6504,Corvetto,pharmacy,,4,4004416.2919888482,1180550.7110050719
6505,Del Naviglio,pharmacy,,4,4006643.782842212,1171848.6848437262
6506,Porpora,pharmacy,,4,4010126.586985388,1181654.2843089618
6507,Raimondi,pharmacy,,4,4009663.730640021,1175860.3383232374
6508,Superpolo,supermarket,,10,4009703.4679736146,1175877.5640408664
6509,Farmacia Sant'Agostino,pharmacy,,4,4007293.630936825,1174758.010950186
6510,Duca d'Aosta,pharmacy,,4,4010347.728952328,1178642.017631095
6511,Conad,supermarket,,10,4004915.3298257845,1180322.272612041
6512,Premiata Farmacia Corsico,pharmacy,,4,4005851.999348391,1178344.783902813
6513,Esselunga,supermarket,,10,4012498.023873282,1194075.7826644308
6514,Pharmacy,pharmacy,,4,4004920.8341676234,1175312.6586990391
6515,Pam,supermarket,,10,4005416.0605361434,1175198.3234696512
6516,farmacia,pharmacy,,4,4011099.5532973344,1189932.863393645
6517,Carrefour Market,supermarket,,10,4004477.9155806294,1175162.0436641825
6518,Cuccia Lorenzo,pharmacy,,4,4010697.730604736,1190203.241179132
6519,Farmacia Canossa,pharmacy,,4,4010756.7128651645,1172866.3160429574
6520,Sma Auchan,supermarket,,10,4010963.1862054667,1172903.3432385996
6521,Farmacia Farinatti,pharmacy,,4,4010380.8623879207,1173750.0006998114
6522,Farmacia Castelvetro,pharmacy,,4,4010671.799241533,1173329.497879544
6523,Farmacia,pharmacy,,4,4014260.136781281,1169565.4927113245
6524,Farmacia,pharmacy,,4,4014521.443395194,1169243.7473316842
6525,Farmacia Carletti,pharmacy,,4,4012481.1532267504,1172126.3490900383
6526,Farmacia,pharmacy,,4,4012793.307015924,1171911.1618038605
6527,Coop,supermarket,,10,4010515.6164085576,1172758.4971708986
6528,Lidl,supermarket,,10,4014732.197692124,1168909.0961133132
6529,Zucca,pharmacy,,4,4009889.021866502,1190140.1097312502
6530,Sigma,supermarket,,10,4009738.7633582046,1190785.3849982973
6531,Dell'Orso,pharmacy,,4,4008484.1435479918,1176193.2857171225
6532,Natura Sì,supermarket,,10,4006321.2063445495,1175908.842326178
6533,Carrefour Express,supermarket,,10,4006370.921350359,1175624.3054772324
6534,Farmacia Bligny,pharmacy,,4,4006150.415984855,1176575.5372140135
6535,Pharmacy,pharmacy,,4,4005822.205478164,1174883.700326981
6536,myAuchan,supermarket,,10,4006039.5279164184,1174980.206482743
6537,Farmacia Ticinese,pharmacy,,4,4006371.450331378,1175039.85692473
6538,Carrefour Express,supermarket,,10,4006670.064559567,1174009.598754235
6539,Farmacia Beato Angelico,pharmacy,,4,4008193.5613865983,1181250.6248990558
6540,Bornino,pharmacy,,4,4009749.5807515695,1179033.6564449165
6541,Lidl,supermarket,,10,4013547.3015349763,1167300.1615297345
6542,Farmacia Lloyds,pharmacy,,4,4008141.9883012287,1182227.8712564649
6543,Farmacia Santa Maria Nascente,pharmacy,,4,4011378.8672654075,1170030.9767088222
6544,Pharmacy,pharmacy,,4,4011793.23932617,1167593.8086226506
6545,Farmacia Madonnina,pharmacy,,4,4012398.472092921,1166784.4594054194
6546,Farmacia Gallaratese,pharmacy,,4,4012813.023351095,1166511.3703098772
6547,Farmacia Comunale,pharmacy,,4,4012038.462287514,1168075.8955457937
6548,Farmacia Bonola,pharmacy,,4,4012823.7556975675,1167228.8245047785
6549,Pharmacy,pharmacy,,4,4008893.757656015,1170194.766220601
6550,Farmacia Modiano,pharmacy,,4,4010712.0659530484,1170768.7027720178
6551,Pharmacy,pharmacy,,4,4011190.177002538,1170627.8869439329
6552,Pharmacy,pharmacy,,4,4009750.5603669537,1167646.681237851
6553,Clothes,clothes,,6,4010459.689205868,1190067.9233686707
6554,easyChic,clothes,,6,4010576.4377415734,1190041.1599426288
6555,Farmacia Carlo Alberto,pharmacy,,4,4007650.155326828,1176195.1241716375
6556,CONAD,supermarket,,10,4012963.79209344,1194355.6042130173
6557,LIDL,supermarket,,10,4011162.225870374,1193976.0566075982
6558,Pharmacy,pharmacy,,4,4012496.473221223,1169700.6875711652
6559,Esselunga,supermarket,,10,4009598.8426682493,1171448.6822240143
6560,Farmacia Centro Milano,pharmacy,,4,4008134.4892884996,1176135.9590660313
6561,Essere benessere,pharmacy,,4,4009478.5917345667,1172759.2034436495
6562,Farmacia Tommaseo,pharmacy,,4,4008875.472204473,1173396.4337519975
6563,Carrefour Market,supermarket,,10,4009082.8134927526,1173678.4187087999
6564,Farmacia Merlini,pharmacy,,4,4012313.6065951684,1170493.6440682171
6565,Lidl,supermarket,,10,4012718.8893358293,1170175.5783859768
6566,Farmacia Laghi,pharmacy,,4,4013398.0539656775,1168702.2162194531
6567,Società Cooperativa Farmaceutica,pharmacy,,4,4009606.4794368814,1174268.693380876
6568,Farmacia Sempione,pharmacy,,4,4009649.8622629973,1174126.62580258
6569,Carrefour Express,supermarket,,10,4009706.8120909347,1174614.6236677351
6570,Auchan,supermarket,,10,4010072.0136162243,1174334.2305223357
6571,Pharmacy,pharmacy,,4,4009823.8655322893,1174778.7540064533
6572,Nanan,clothes,,6,4008537.967269863,1174335.7206719862
6573,Penny Market,supermarket,,10,4013312.6116405334,1170211.1252974998
6574,Dott. Grilli,pharmacy,,4,4009387.415061122,1170605.877966708
6575,Farmacia Comunale N. 80,pharmacy,,4,4009867.8308718773,1170679.2807008252
6576,Essere e Benessere,pharmacy,,4,4007929.010303543,1176366.3964765612
6577,Farmacia Montagna,pharmacy,,4,4005383.7552160514,1175283.471357046
6578,Farmacia Lessona,pharmacy,,4,4015238.4778782595,1170177.641976741
6579,Farmacia Oggiaro,pharmacy,,4,4014868.175366154,1170953.1071051443
6580,Punto SMA,supermarket,,10,4008719.929456565,1175790.7491824746
6581,Carrefour Market,supermarket,,10,4008600.211813543,1169883.2340429695
6582,Punto Simply,supermarket,,10,4006312.135255105,1173726.8699971838
6583,Pharmacy,pharmacy,,4,4009961.7282807184,1179754.4107954474
6584,Pam,supermarket,,10,4009931.657119827,1179721.9278858325
6585,Farmacia Comunale,pharmacy,,4,4008031.875875836,1163797.8673447878
6586,Ipercoop,supermarket,,10,4007282.7411033735,1164396.5209331214
6587,Farmacia comunale,pharmacy,,4,4008192.954397694,1165626.577461787
6588,Pharmacy,pharmacy,,4,4008610.9588548234,1163926.1539150486
6589,Pharmacy,pharmacy,,4,4008435.7524890243,1164669.1981306877
6590,Farmacia Comunale,pharmacy,,4,4010000.201336429,1168123.239464657
6591,Farmacia San Fedele,pharmacy,,4,4014919.3553342917,1163833.5293878769
6592,Pharmacy,pharmacy,,4,4013146.196089743,1165871.90961215
6593,Pharmacy,pharmacy,,4,4012425.688388072,1168552.3248962983
6594,Pharmacy,pharmacy,,4,4010430.4914329187,1160084.5356061424
6595,Prada,clothes,,6,4008041.610694782,1176427.3852355515
6596,Farmacia San Riccardo,pharmacy,,4,4005789.8851719964,1192199.2067398177
6597,Louis Vuitton,clothes,,6,4008035.838173996,1176482.866625079
6598,Farmacia Montegani Snc,pharmacy,,4,4004154.022367116,1174515.4470374703
6599,Pam,supermarket,,10,4006413.605219736,1179919.5791793314
6600,Carrefour Market,supermarket,,10,4006688.225742356,1179415.7336278867
6601,San Camillo,pharmacy,,4,4006601.0960448785,1180428.6327347218
6602,Pam,supermarket,,10,4007576.9215143444,1167784.2737802975
6603,Lloyds Farmacia,pharmacy,,4,4007456.869609985,1175343.5232686265
6604,Pharmacy,pharmacy,,4,4002195.7073516054,1185463.6553923725
6605,Farmacia del Gentilino,pharmacy,,4,4006034.597638398,1174923.1245380698
